Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
0,2,-0.8233436520239081,1,1,0.09152810056801232,True,False,True
1,3,-0.20770884610120124,0,0,-0.49145565916975514,True,False,True
0,3,-1.5928871594272918,2,2,0.04370821849987721,False,False,True
0,2,0.5233574859320133,0,2,-0.12491978668775715,True,False,True
0,2,0.9466064150038742,0,0,-0.3866707201133388,True,False,True
0,2,1.6391955716669195,0,0,-0.39623469652696586,True,False,True
1,1,-0.5924805998028931,1,0,0.6925485130875209,False,False,True
0,3,1.985490149998442,0,0,-0.4863374216869257,True,False,True
0,3,0.8311748888933667,0,2,-0.35646868933346404,True,False,True
0,3,0.0,0,0,-0.5011867534870308,True,False,True
0,1,1.6391955716669195,0,1,0.5874293382238074,True,False,False
1,3,-1.0542067042449232,0,0,-0.49271407711891657,False,True,False
0,3,0.02315420611981384,0,0,-0.4863374216869257,True,False,True
0,3,0.0,0,0,-0.47400492578514347,True,False,True
0,3,0.0,8,2,0.7519458402879414,True,False,True
0,3,1.100515116484551,0,1,-0.32425318983493084,True,False,True
1,2,0.7926977135231975,0,0,-0.331300330350235,False,False,True
0,3,-0.2846631968415396,0,0,-0.4918744606632361,True,False,True
0,3,-0.977252353504585,0,0,-0.47400492578514347,True,False,True
0,3,-2.208521965349999,4,1,0.1506737441786005,True,False,True
1,3,-1.5928871594272918,0,2,-0.2351571990343002,True,False,True
1,1,0.0,0,1,0.4589861417231558,False,False,True
0,3,1.1774694672248893,1,4,-0.08666388103324908,False,False,True
0,1,0.0,0,0,-0.12642988822675086,True,False,True
0,3,-0.1307544953608629,0,0,0.48910360681684706,True,False,True
0,1,2.4087390790703034,0,0,0.026090367211616904,True,False,True
0,3,-1.9776589131289837,4,1,-0.06199888922968463,True,True,False
1,3,-2.208521965349999,1,1,-0.4242561406845337,False,False,True
0,3,-0.6694349505432314,0,0,-0.4888542575852486,True,False,True
0,1,2.0239673253686115,0,0,-0.030371322596999754,True,False,False
0,3,-0.9002980027642465,1,1,-0.4902797934380587,True,False,True
0,3,0.0,3,1,-0.13565761536436197,True,False,True
0,1,1.5622412209265812,0,0,-0.07030444769415023,False,False,False
0,2,0.02315420611981384,0,0,-0.3866707201133388,True,False,True
0,3,0.48488031056184405,0,0,-0.6484216535389205,True,False,True
0,3,0.0,8,2,0.7519458402879414,False,False,True
0,2,0.0,0,0,-0.34539461138084326,True,False,False
0,3,-1.5928871594272918,4,2,-0.016444159470040135,True,False,True
1,2,-2.208521965349999,2,1,0.13683114673782454,True,False,True
1,3,-1.9776589131289837,0,2,-0.20495516825442542,False,False,True
0,1,0.0,0,0,0.3583127057902398,True,False,True
1,3,0.0,1,0,-0.3363340021468808,False,True,False
1,1,1.1774694672248893,0,0,-0.11384570873513637,True,False,True
0,3,0.7926977135231975,1,1,-0.3363340021468808,True,True,False
0,3,0.48488031056184405,0,0,-0.4894421904510968,True,False,True
1,2,0.17706290760049057,0,0,-0.3866707201133388,False,False,True
0,2,-0.8233436520239081,0,0,-0.3866707201133388,True,False,True
1,3,-0.8233436520239081,1,0,-0.4902797934380587,False,False,True
1,2,-2.054613263869322,1,1,-0.12491978668775715,True,False,True
1,1,1.100515116484551,0,0,-0.09027201697708476,False,False,False
1,1,2.177876026849288,0,0,2.301728820789,False,False,False
0,3,0.0,0,0,-0.49237782784290063,True,True,False
0,3,0.9466064150038742,0,1,-0.47920571548543794,True,False,True
1,3,0.0,0,0,-0.49237782784290063,False,True,False
0,2,-0.4385718983222164,0,0,-0.3866707201133388,False,False,True
0,3,-0.1307544953608629,0,0,-0.45714212526638004,True,False,True
0,3,0.0,8,2,0.7519458402879414,True,False,True
0,3,0.3309716090811673,0,0,-0.5176307525123133,True,False,True
0,3,1.2159466425950585,0,0,-0.5029485386158568,True,False,False
1,3,-0.9002980027642465,0,0,-0.4863374216869257,True,False,True
0,3,-2.1315676146096605,0,1,-0.43776248884929375,False,False,True
0,3,0.17706290760049057,1,0,-0.32928686163157667,True,False,True
1,3,-0.2846631968415396,0,0,-0.2701412180209885,True,False,False
1,3,-1.0542067042449232,0,0,-0.49237782784290063,False,True,False
1,1,0.7926977135231975,0,0,-0.024246350754841113,True,False,False
0,3,-0.4385718983222164,0,0,-0.5064721088735089,True,False,True
1,2,0.40792595982150565,0,0,-0.22559322262067316,False,False,True
0,3,-0.5924805998028931,0,0,-0.5024451714361923,True,False,True
0,2,0.02315420611981384,0,0,-0.3866707201133388,True,False,True
0,3,0.0,1,0,-0.49237782784290063,True,True,False
1,1,0.1001085568601522,1,0,1.6323350375212924,False,False,False
1,3,-0.20770884610120124,0,0,-0.4888542575852486,False,False,True
0,2,0.9466064150038742,1,0,-0.10478509950117394,True,False,True
1,1,0.17706290760049057,0,0,0.8876878608937296,False,False,False
0,2,0.02315420611981384,0,0,-0.43700743807979686,True,False,True
1,3,-1.0542067042449232,0,0,-0.4863374216869257,True,False,True
0,2,-0.20770884610120124,0,0,-0.3866707201133388,True,False,True
0,3,1.6391955716669195,0,0,-0.4863374216869257,True,False,True
0,3,0.0,0,0,-0.4894421904510968,True,False,True
1,1,0.6387890120425208,1,0,1.163700193253568,True,False,True
0,3,-0.5924805998028931,0,0,-0.4601623283443675,True,False,True
1,2,-0.8233436520239081,0,0,-0.43700743807979686,True,False,True
0,3,-0.7079121259134006,0,0,-0.5024451714361923,True,False,True
0,2,-0.9002980027642465,0,0,-0.3866707201133388,True,False,True
0,3,0.0,3,1,-0.13565761536436197,False,False,True
1,1,0.40792595982150565,1,0,1.0323213593611125,False,False,True
0,3,-0.05380014462052453,0,0,-0.4918744606632361,True,False,True
0,2,2.2548303775896263,0,0,-0.3766033765200472,True,False,True
1,3,-1.9007045623886454,4,2,-0.016444159470040135,False,False,True
0,2,-0.4385718983222164,0,0,-0.43700743807979686,True,False,True
0,3,0.0,0,0,-0.49640476528021726,False,False,True
0,2,1.100515116484551,1,0,-0.12491978668775715,True,False,True
1,2,-1.6698415101676303,0,2,-0.11988611489111134,False,False,True
0,2,-0.8233436520239081,0,0,-0.43700743807979686,True,False,True
0,2,0.25401725834082894,0,0,-0.4012683683236117,True,False,True
0,3,0.0,1,0,-0.3573908580066095,False,False,False
1,3,0.0,1,0,-0.3363340021468808,False,True,False
0,2,-0.05380014462052453,0,0,-0.43700743807979686,True,False,True
0,3,-0.5924805998028931,0,0,-0.5049620073345151,True,False,True
0,3,0.02315420611981384,0,0,-0.5029485386158568,True,False,False
0,1,1.100515116484551,2,0,1.163700193253568,True,True,False
0,3,-0.361617547581878,0,0,-0.4918744606632361,False,False,True
1,2,-0.4385718983222164,0,2,-0.35646868933346404,False,False,True
1,1,0.5618346613021824,1,1,0.40974072380221066,True,False,True
0,2,1.8700586238879346,1,0,-0.12491978668775715,True,False,True
0,3,0.0,0,0,-0.5024451714361923,True,False,True
0,3,-0.05380014462052453,1,1,-0.43776248884929375,False,False,True
0,1,2.4856934298106417,0,0,-0.11384570873513637,True,False,True
0,3,0.02315420611981384,1,0,-0.32425318983493084,True,False,True
0,3,0.8696520642635358,0,2,-0.2414492887801075,False,False,True
1,3,-0.05380014462052453,0,2,-0.3414522396297103,False,False,False
1,1,0.0,0,0,0.9462455716384695,False,False,False
1,1,0.02315420611981384,0,0,1.093228788100527,False,False,True
1,1,0.40792595982150565,0,0,9.667166525013505,False,False,False
1,2,1.5622412209265812,0,1,-0.12491978668775715,False,False,True
0,3,0.0,0,0,-0.49237782784290063,True,True,False
1,3,-2.054613263869322,4,2,-0.016444159470040135,True,False,True
0,1,1.7161499224072578,1,1,0.955306180872432,True,False,True
0,1,0.7926977135231975,0,0,-0.6484216535389205,True,False,True
0,3,0.0,0,0,-0.49237782784290063,False,True,False
0,2,0.48488031056184405,0,0,-0.43700743807979686,True,False,True
0,3,-1.0542067042449232,4,1,0.1506737441786005,True,False,True
1,3,-0.361617547581878,1,0,-0.4918744606632361,True,False,True
1,1,2.177876026849288,0,1,2.441497778832105,False,False,True
1,1,0.40792595982150565,0,0,2.0825124140450755,False,False,True
0,1,0.0,0,0,-0.024246350754841113,True,False,True
1,3,-0.361617547581878,0,0,-0.6484216535389205,True,False,True
1,2,0.8696520642635358,0,1,-0.255795253400548,False,False,True
0,1,0.5618346613021824,0,1,-0.05042144409739929,True,False,False
1,3,0.0,0,0,-0.49237782784290063,False,True,False
1,1,2.56264778055098,1,0,0.921244330558889,False,False,True
0,3,1.1774694672248893,0,0,-0.49237782784290063,False,False,True
0,2,0.0,0,0,-0.6484216535389205,True,False,True
0,3,-1.7467958609079686,4,1,-0.06199888922968463,True,True,False
1,3,0.40792595982150565,1,1,-0.24069423801061057,False,False,True
0,3,2.7165564820316566,0,0,-0.49237782784290063,True,True,False
0,3,-0.1307544953608629,0,0,-0.4902797934380587,True,False,True
0,3,-1.0542067042449232,0,0,-0.45714212526638004,True,False,True
1,3,-0.8233436520239081,0,0,-0.4863374216869257,True,False,True
0,1,0.0,0,0,-0.12491978668775715,True,False,True
0,3,0.25401725834082894,0,0,-0.47400492578514347,True,False,False
1,3,0.02315420611981384,0,0,-0.45714212526638004,True,False,True
0,3,-0.5924805998028931,0,0,-0.4894421904510968,True,False,True
1,2,0.9466064150038742,0,0,-0.3866707201133388,True,False,True
1,3,-0.5924805998028931,0,0,-0.49237782784290063,False,True,False
1,1,-0.2846631968415396,0,0,0.9391984311231651,False,False,True
1,1,-0.8233436520239081,1,0,1.1854295476653287,False,False,False
0,2,0.48488031056184405,0,0,-0.3891875560116617,True,False,False
0,3,-0.4385718983222164,0,0,-0.4702296719376591,False,False,True
0,3,-0.4385718983222164,0,0,-0.4894421904510968,True,False,True
0,1,0.0,0,0,-0.09027201697708476,True,False,False
0,3,-0.47704907369238553,0,0,-0.5028639729296732,True,False,False
0,1,-2.1315676146096605,1,2,2.4029901895877646,False,False,True
1,1,0.0,0,0,-0.034313694348132716,True,False,True
1,1,1.5622412209265812,0,1,4.335332226633905,False,False,False
1,3,0.0,0,0,-0.49237782784290063,False,True,False
1,3,0.0,2,0,-0.18029017645086096,True,True,False
0,3,-0.8233436520239081,0,0,-0.6484216535389205,True,False,True
1,2,0.0,0,0,-0.3997582667846179,False,True,False
0,3,0.0,0,0,-0.4863374216869257,True,False,True
1,1,-2.214678313409226,1,2,2.4029901895877646,True,False,True
1,1,0.0,0,0,1.5841789061771412,False,False,False
1,1,-0.977252353504585,1,0,1.5442457810799908,False,False,False
0,2,0.02315420611981384,1,0,-0.16518916106092355,True,False,False
1,1,0.02315420611981384,0,0,0.49782998024351216,False,False,False
1,1,-0.4385718983222164,0,0,1.0259447039291216,False,False,False
1,1,-0.9002980027642465,2,2,4.634416897040849,False,False,False
0,2,-0.2846631968415396,1,1,-0.12491978668775715,False,False,True
0,3,-0.1307544953608629,0,0,-0.4894421904510968,True,False,True
0,2,1.0235607657442125,1,1,-0.11988611489111134,True,False,True
1,3,-0.2846631968415396,0,0,-0.4902797934380587,False,False,True
1,2,-0.4385718983222164,1,0,-0.12491978668775715,False,False,True
0,2,1.8700586238879346,0,0,-0.36653603292675563,True,False,True
1,1,0.1001085568601522,0,2,2.671117778445337,False,False,True
1,1,0.7926977135231975,1,1,2.059693773056521,False,False,False
0,3,-0.5924805998028931,0,0,-0.5024451714361923,True,False,True
0,3,-0.20770884610120124,0,0,-0.4894421904510968,True,False,True
1,2,0.02315420611981384,0,0,-0.3997582667846179,False,True,False
1,2,-0.5924805998028931,1,1,-0.06451572512800753,False,False,True
0,3,0.0,8,2,0.7519458402879414,True,False,True
1,1,0.48488031056184405,0,0,2.0825124140450755,False,False,False
0,3,2.4087390790703034,0,0,-0.5228315422126077,True,False,True
1,2,0.48488031056184405,0,0,-0.3866707201133388,False,False,True
1,3,0.1001085568601522,1,1,-0.2351571990343002,False,False,True
1,1,-1.0542067042449232,0,1,0.5189714017894245,False,False,False
1,3,0.0,2,0,-0.18029017645086096,False,True,False
0,1,1.2159466425950585,0,0,-0.07458306872129913,True,False,True
0,1,0.6387890120425208,0,1,2.441497778832105,True,False,True
0,3,-1.0542067042449232,2,0,-0.2859972841804228,True,False,True
1,1,0.0,1,0,2.042579288947925,False,False,True
0,3,0.0,0,0,-0.4894421904510968,True,False,True
0,1,-0.05380014462052453,1,0,0.6925485130875209,True,False,True
1,1,0.8696520642635358,0,0,2.059693773056521,False,False,False
1,3,1.1774694672248893,0,0,-0.4863374216869257,True,False,True
0,1,1.1774694672248893,0,0,0.06635974158478332,True,False,True
1,2,-2.1315676146096605,1,1,-0.12491978668775715,True,False,True
1,1,-0.4385718983222164,3,2,4.647001076532463,False,False,True
0,2,-0.1307544953608629,0,0,-0.3866707201133388,True,False,True
0,2,-0.361617547581878,0,0,-0.3866707201133388,True,False,True
0,2,0.48488031056184405,0,0,-0.3866707201133388,True,False,True
1,2,-0.4385718983222164,0,0,-0.3866707201133388,False,False,True
1,2,0.7926977135231975,0,0,-0.3866707201133388,False,False,True
1,3,0.0,1,0,-0.32425318983493084,False,False,True
1,3,-2.054613263869322,1,1,-0.32828012727224753,True,False,True
0,3,0.9466064150038742,0,0,-0.47400492578514347,True,False,True
0,3,-0.5155262490625547,0,0,-0.4626791642426904,True,False,True
0,1,0.0,0,0,0.05629239799149171,True,False,True
0,3,-1.1311610549852615,1,1,-0.5028639729296732,True,False,False
0,3,-0.361617547581878,1,0,-0.29002422161773944,True,False,True
0,3,0.0,0,0,-0.5029485386158568,True,False,False
0,3,-0.1307544953608629,0,0,-0.45714212526638004,True,False,True
1,1,-0.5924805998028931,0,1,0.4589861417231558,False,False,True
0,2,0.6387890120425208,0,0,-0.3866707201133388,False,False,True
1,3,0.0,0,0,-0.48977642625839407,False,True,False
1,3,0.0,0,0,-0.48977642625839407,False,True,False
0,3,0.7926977135231975,1,4,-0.08666388103324908,True,False,True
0,2,-0.05380014462052453,1,0,-0.09027201697708476,True,False,False
0,3,1.1774694672248893,0,1,-0.3573908580066095,False,False,False
0,3,0.40792595982150565,0,0,-0.5064721088735089,True,False,True
0,3,0.0,1,0,-0.3363340021468808,True,True,False
0,3,0.02315420611981384,0,0,-0.5024451714361923,True,False,True
1,1,2.3317847283299646,1,0,0.8667135572514657,False,False,False
1,3,0.0,0,0,-0.5028639729296732,False,False,False
1,3,0.0,0,0,-0.49237782784290063,False,True,False
1,1,-0.4385718983222164,0,0,0.7469121684912956,False,False,False
1,1,-0.361617547581878,1,0,0.4678796330534696,True,False,False
0,3,-0.9002980027642465,1,0,-0.5176307525123133,True,False,True
0,3,-0.8233436520239081,0,0,-0.4863374216869257,True,False,True
0,1,-0.5924805998028931,0,0,2.0825124140450755,True,False,False
0,3,-2.054613263869322,3,1,-0.22408312108167944,False,False,True
1,1,0.0,1,0,1.0060617003323709,False,False,False
1,3,-0.5924805998028931,0,0,-0.5024451714361923,False,False,True
0,1,-0.20770884610120124,0,2,3.610064686423428,True,False,False
0,3,-0.7463893012835698,0,0,-0.5676312212027554,True,False,False
0,3,-0.8233436520239081,0,0,-0.4918744606632361,True,False,True
1,1,0.9466064150038742,0,0,3.9327230485884233,False,False,False
1,3,-2.208521965349999,0,2,-0.33146744825388363,False,False,False
0,3,0.17706290760049057,0,0,-0.4888542575852486,True,False,True
1,1,0.40792595982150565,1,0,0.39858208016340624,False,False,True
0,3,0.0,0,0,-0.4894421904510968,True,False,True
0,2,-0.9002980027642465,0,0,0.8314778546749452,True,False,True
0,3,-2.208521965349999,5,2,0.2958951755118318,True,False,True
1,2,0.48488031056184405,0,0,-0.3866707201133388,False,False,True
0,3,0.0,0,0,-0.49279662933638163,True,True,False
1,2,-0.977252353504585,0,0,-0.40680540729992204,False,False,False
1,1,0.48488031056184405,1,2,1.7677408088510642,True,False,True
1,3,-0.6694349505432314,0,0,-0.49145565916975514,True,False,True
0,3,-0.1307544953608629,2,0,-0.4888542575852486,True,False,True
1,1,-0.5155262490625547,1,0,1.6323350375212924,False,False,False
1,3,-0.4385718983222164,0,2,-0.312172377522981,False,False,True
0,3,-0.5924805998028931,0,0,-0.49145565916975514,True,False,True
0,3,0.1001085568601522,0,0,-0.4902797934380587,False,False,True
0,2,1.2544238179652276,0,0,-0.12491978668775715,True,False,True
0,2,-0.5155262490625547,0,0,-0.43700743807979686,True,False,True
1,2,-0.1307544953608629,0,0,-0.393717860628643,False,False,True
1,3,0.7157433627828591,0,0,-0.4888542575852486,True,False,True
0,3,-0.2846631968415396,0,0,-0.4863374216869257,True,False,True
0,3,-0.6694349505432314,1,0,-0.4505983519307405,False,False,True
0,3,-0.1307544953608629,1,0,-0.32928686163157667,True,False,True
0,3,-0.7463893012835698,0,0,-0.47400492578514347,False,False,True
0,2,0.3309716090811673,1,0,-0.22559322262067316,True,False,True
0,3,1.6391955716669195,0,0,-0.49237782784290063,True,False,True
1,2,-2.054613263869322,1,1,-0.2708962687904854,True,False,True
0,3,-0.6694349505432314,0,0,-0.4918744606632361,True,False,True
0,3,0.0,3,1,-0.13565761536436197,False,False,True
0,3,0.0,0,0,-0.4894421904510968,True,False,True
0,3,0.0,0,0,-0.5103319284071769,True,True,False
1,1,0.25401725834082894,1,0,1.163700193253568,False,True,False
0,2,0.0,0,0,-0.6484216535389205,True,False,True
1,3,1.100515116484551,0,0,-0.4888542575852486,True,False,True
0,3,0.0,0,0,-0.4863374216869257,False,False,True
1,2,0.3309716090811673,1,1,0.005955680025033696,False,False,True
1,2,-0.9002980027642465,0,2,-0.3866707201133388,False,False,True
0,2,0.02315420611981384,0,0,-0.3866707201133388,True,False,True
0,3,-1.5159328086869535,0,2,-0.1621689579829361,False,False,True
0,3,0.0,0,0,-0.4894421904510968,True,False,False
0,3,-0.6694349505432314,0,0,-0.49271407711891657,True,True,False
0,3,-0.05380014462052453,0,0,-0.4898609919445778,True,False,True
0,3,-0.1307544953608629,1,1,-0.35848215805212236,False,False,True
0,3,-0.9002980027642465,1,1,-0.2414492887801075,True,False,True
0,3,0.0,0,0,-0.5024451714361923,True,False,True
1,2,-0.1307544953608629,1,0,-0.12491978668775715,False,False,True
1,2,-0.8233436520239081,0,0,-0.12491978668775715,False,False,True
0,3,0.0,0,0,-0.49237782784290063,True,True,False
1,3,0.17706290760049057,0,0,-0.4863374216869257,True,False,True
1,1,-0.1307544953608629,0,0,-0.11384570873513637,True,False,True
1,3,0.0,1,0,-0.32425318983493084,False,False,True
1,2,0.9466064150038742,1,0,-0.12491978668775715,False,False,True
